period,product_name,total_cost,avg_quarterly,avg_diff,avg_change,sale_performance
2010-Q4,Charlie+Lola Sign,24.65,49.9,-25.25,Below Avg,First quarter
2011-Q1,Charlie+Lola Sign,68.51,49.9,18.61,Above Avg,Increased
2011-Q2,Charlie+Lola Sign,20.26,49.9,-29.64,Below Avg,Decreased
2011-Q3,Charlie+Lola Sign,70.2,49.9,20.3,Above Avg,Increased
2011-Q4,Charlie+Lola Sign,65.87,49.9,15.97,Above Avg,Decreased
2011-Q2,Charlotte Bag Apples Design,2937.55,2534.53,403.02,Above Avg,First quarter
2011-Q3,Charlotte Bag Apples Design,2139.82,2534.53,-394.71,Below Avg,Decreased
2011-Q4,Charlotte Bag Apples Design,2526.23,2534.53,-8.3,Below Avg,Increased
2010-Q4,Charlotte Bag Dolly Girl Design,208.2,840.83,-632.63,Below Avg,First quarter
2011-Q1,Charlotte Bag Dolly Girl Design,782.24,840.83,-58.59,Below Avg,Increased
2011-Q2,Charlotte Bag Dolly Girl Design,1238.82,840.83,397.99,Above Avg,Increased
2011-Q3,Charlotte Bag Dolly Girl Design,1109.17,840.83,268.34,Above Avg,Decreased
2011-Q4,Charlotte Bag Dolly Girl Design,865.73,840.83,24.9,Above Avg,Decreased
2010-Q4,Charlotte Bag Pink Polkadot,949.85,2246.64,-1296.79,Below Avg,First quarter
2011-Q1,Charlotte Bag Pink Polkadot,2516.12,2246.64,269.48,Above Avg,Increased
2011-Q2,Charlotte Bag Pink Polkadot,2097.96,2246.64,-148.68,Below Avg,Decreased
2011-Q3,Charlotte Bag Pink Polkadot,2656.72,2246.64,410.08,Above Avg,Increased
2011-Q4,Charlotte Bag Pink Polkadot,3012.56,2246.64,765.92,Above Avg,Increased
2011-Q2,Charlotte Bag Vintage Alphabet,1905.45,1862.04,43.41,Above Avg,First quarter
2011-Q3,Charlotte Bag Vintage Alphabet,1788.39,1862.04,-73.65,Below Avg,Decreased
2011-Q4,Charlotte Bag Vintage Alphabet,1892.29,1862.04,30.25,Above Avg,Increased
2011-Q1,Cherry Blossom Canvas Art Picture,7.95,32.65,-24.7,Below Avg,First quarter
2011-Q2,Cherry Blossom Canvas Art Picture,15.9,32.65,-16.75,Below Avg,Increased
2011-Q3,Cherry Blossom Canvas Art Picture,74.1,32.65,41.45,Above Avg,Increased
2010-Q4,Cherry Blossom Luggage Tag,5.02,22.04,-17.02,Below Avg,First quarter
2011-Q1,Cherry Blossom Luggage Tag,54.23,22.04,32.19,Above Avg,Increased
2011-Q2,Cherry Blossom Luggage Tag,21.94,22.04,-0.1,Below Avg,Decreased
2011-Q3,Cherry Blossom Luggage Tag,4.15,22.04,-17.89,Below Avg,Decreased
2011-Q4,Cherry Blossom Luggage Tag,24.84,22.04,2.8,Above Avg,Increased
2010-Q4,Cherry Blossom Passport Cover,52.83,48.71,4.12,Above Avg,First quarter
2011-Q1,Cherry Blossom Passport Cover,42.62,48.71,-6.09,Below Avg,Decreased
2011-Q2,Cherry Blossom Passport Cover,54.73,48.71,6.02,Above Avg,Increased
2011-Q3,Cherry Blossom Passport Cover,47.57,48.71,-1.14,Below Avg,Decreased
2011-Q4,Cherry Blossom Passport Cover,45.78,48.71,-2.93,Below Avg,Decreased
2011-Q2,Cherry Blossom Purse,25.09,24.85,0.25,Above Avg,First quarter
2011-Q3,Cherry Blossom Purse,24.6,24.85,-0.25,Below Avg,Decreased
2010-Q4,Cherry Crochet Food Cover,26.37,203.88,-177.51,Below Avg,First quarter
2011-Q1,Cherry Crochet Food Cover,191.33,203.88,-12.55,Below Avg,Increased
2011-Q2,Cherry Crochet Food Cover,355.74,203.88,151.86,Above Avg,Increased
2011-Q3,Cherry Crochet Food Cover,397.28,203.88,193.4,Above Avg,Increased
2011-Q4,Cherry Crochet Food Cover,48.67,203.88,-155.21,Below Avg,Decreased
2011-Q1,Cherry Lights,-81,-40.5,-40.5,Below Avg,First quarter
2011-Q4,Cherry Lights,0,-40.5,40.5,Above Avg,Increased
2011-Q2,Cherub Heart Decoration Gold,0.83,212.47,-211.64,Below Avg,First quarter
2011-Q3,Cherub Heart Decoration Gold,241.96,212.47,29.49,Above Avg,Increased
2011-Q4,Cherub Heart Decoration Gold,394.61,212.47,182.14,Above Avg,Increased
2011-Q2,Cherub Heart Decoration Silver,27.24,368.82,-341.58,Below Avg,First quarter
2011-Q3,Cherub Heart Decoration Silver,252.4,368.82,-116.42,Below Avg,Increased
2011-Q4,Cherub Heart Decoration Silver,826.81,368.82,457.99,Above Avg,Increased
2010-Q4,Chest 7 Drawer Ma Campagne,93.8,170.3,-76.5,Below Avg,First quarter
2011-Q1,Chest 7 Drawer Ma Campagne,199.6,170.3,29.3,Above Avg,Increased
2011-Q2,Chest 7 Drawer Ma Campagne,248.73,170.3,78.43,Above Avg,Increased
2011-Q3,Chest 7 Drawer Ma Campagne,74.85,170.3,-95.45,Below Avg,Decreased
2011-Q4,Chest 7 Drawer Ma Campagne,234.5,170.3,64.2,Above Avg,Increased
2010-Q4,Children'S Apron Dolly Girl,214.36,865.71,-651.35,Below Avg,First quarter
2011-Q1,Children'S Apron Dolly Girl,916.17,865.71,50.46,Above Avg,Increased
2011-Q2,Children'S Apron Dolly Girl,900.71,865.71,35,Above Avg,Decreased
2011-Q3,Children'S Apron Dolly Girl,1079.2,865.71,213.49,Above Avg,Increased
2011-Q4,Children'S Apron Dolly Girl,1218.09,865.71,352.38,Above Avg,Increased
2010-Q4,Children'S Circus Parade Mug,307.68,419.94,-112.26,Below Avg,First quarter
2011-Q1,Children'S Circus Parade Mug,642.84,419.94,222.9,Above Avg,Increased
2011-Q2,Children'S Circus Parade Mug,358.24,419.94,-61.7,Below Avg,Decreased
2011-Q3,Children'S Circus Parade Mug,255.72,419.94,-164.22,Below Avg,Decreased
2011-Q4,Children'S Circus Parade Mug,535.23,419.94,115.29,Above Avg,Increased
2010-Q4,Childrens Apron,945.72,1417.06,-471.34,Below Avg,First quarter
2011-Q1,Childrens Apron,1381.66,1417.06,-35.4,Below Avg,Increased
2011-Q2,Childrens Apron,1421.03,1417.06,3.97,Above Avg,Increased
2011-Q3,Childrens Apron,1256.68,1417.06,-160.38,Below Avg,Decreased
2011-Q4,Childrens Apron,2080.22,1417.06,663.16,Above Avg,Increased
2010-Q4,Childrens Apron Apples Design,231.16,1033.3,-802.14,Below Avg,First quarter
2011-Q1,Childrens Apron Apples Design,1153.8,1033.3,120.5,Above Avg,Increased
2011-Q2,Childrens Apron Apples Design,1006.46,1033.3,-26.84,Below Avg,Decreased
2011-Q3,Childrens Apron Apples Design,1178.62,1033.3,145.32,Above Avg,Increased
2011-Q4,Childrens Apron Apples Design,1596.48,1033.3,563.18,Above Avg,Increased
2010-Q4,Childrens Apron Spaceboy Design,585.2,1494.31,-909.11,Below Avg,First quarter
2011-Q1,Childrens Apron Spaceboy Design,1791.65,1494.31,297.34,Above Avg,Increased
2011-Q2,Childrens Apron Spaceboy Design,1255.3,1494.31,-239.01,Below Avg,Decreased
2011-Q3,Childrens Apron Spaceboy Design,1611.18,1494.31,116.87,Above Avg,Increased
2011-Q4,Childrens Apron Spaceboy Design,2228.2,1494.31,733.89,Above Avg,Increased
2011-Q2,Childrens Cutlery Circus Parade,1569.19,1358.82,210.37,Above Avg,First quarter
2011-Q3,Childrens Cutlery Circus Parade,1370,1358.82,11.18,Above Avg,Decreased
2011-Q4,Childrens Cutlery Circus Parade,1137.28,1358.82,-221.54,Below Avg,Decreased
2010-Q4,Childrens Dolly Girl Mug,556.38,539.34,17.04,Above Avg,First quarter
2011-Q1,Childrens Dolly Girl Mug,906.41,539.34,367.07,Above Avg,Increased
2011-Q2,Childrens Dolly Girl Mug,420.72,539.34,-118.62,Below Avg,Decreased
2011-Q3,Childrens Dolly Girl Mug,405.83,539.34,-133.51,Below Avg,Decreased
2011-Q4,Childrens Dolly Girl Mug,407.35,539.34,-131.99,Below Avg,Increased
2010-Q4,Childrens Spaceboy Mug,342.57,602.31,-259.74,Below Avg,First quarter
2011-Q1,Childrens Spaceboy Mug,972.49,602.31,370.18,Above Avg,Increased
2011-Q2,Childrens Spaceboy Mug,627.57,602.31,25.26,Above Avg,Decreased
2011-Q3,Childrens Spaceboy Mug,412.43,602.31,-189.88,Below Avg,Decreased
2011-Q4,Childrens Spaceboy Mug,656.48,602.31,54.17,Above Avg,Increased
2010-Q4,Childs Breakfast Set Circus Parade,436.86,957.03,-520.17,Below Avg,First quarter
2011-Q1,Childs Breakfast Set Circus Parade,1422.53,957.03,465.5,Above Avg,Increased
2011-Q2,Childs Breakfast Set Circus Parade,1023.03,957.03,66,Above Avg,Decreased
2011-Q3,Childs Breakfast Set Circus Parade,664.33,957.03,-292.7,Below Avg,Decreased
2011-Q4,Childs Breakfast Set Circus Parade,1238.41,957.03,281.38,Above Avg,Increased
2010-Q4,Childs Breakfast Set Dolly Girl,592.53,1137.06,-544.53,Below Avg,First quarter
2011-Q1,Childs Breakfast Set Dolly Girl,1370.88,1137.06,233.82,Above Avg,Increased
2011-Q2,Childs Breakfast Set Dolly Girl,1030.76,1137.06,-106.3,Below Avg,Decreased
2011-Q3,Childs Breakfast Set Dolly Girl,2007.53,1137.06,870.47,Above Avg,Increased
2011-Q4,Childs Breakfast Set Dolly Girl,683.58,1137.06,-453.48,Below Avg,Decreased
2010-Q4,Childs Breakfast Set Spaceboy,752.15,1359.87,-607.72,Below Avg,First quarter
2011-Q1,Childs Breakfast Set Spaceboy,1571.77,1359.87,211.9,Above Avg,Increased
2011-Q2,Childs Breakfast Set Spaceboy,1054.93,1359.87,-304.94,Below Avg,Decreased
2011-Q3,Childs Breakfast Set Spaceboy,1645.84,1359.87,285.97,Above Avg,Increased
2011-Q4,Childs Breakfast Set Spaceboy,1774.66,1359.87,414.79,Above Avg,Increased
2010-Q4,Childs Garden Rake Blue,27.33,98.98,-71.65,Below Avg,First quarter
2011-Q1,Childs Garden Rake Blue,167.33,98.98,68.35,Above Avg,Increased
2011-Q2,Childs Garden Rake Blue,167.72,98.98,68.74,Above Avg,Increased
2011-Q3,Childs Garden Rake Blue,25.06,98.98,-73.92,Below Avg,Decreased
2011-Q4,Childs Garden Rake Blue,107.45,98.98,8.47,Above Avg,Increased
2010-Q4,Childs Garden Rake Pink,21.02,89.53,-68.51,Below Avg,First quarter
2011-Q1,Childs Garden Rake Pink,181.96,89.53,92.43,Above Avg,Increased
2011-Q2,Childs Garden Rake Pink,136.43,89.53,46.9,Above Avg,Decreased
2011-Q3,Childs Garden Rake Pink,37.66,89.53,-51.87,Below Avg,Decreased
2011-Q4,Childs Garden Rake Pink,70.56,89.53,-18.97,Below Avg,Increased
2010-Q4,Childs Garden Spade Blue,39.91,140.89,-100.98,Below Avg,First quarter
2011-Q1,Childs Garden Spade Blue,207.23,140.89,66.34,Above Avg,Increased
2011-Q2,Childs Garden Spade Blue,255.92,140.89,115.03,Above Avg,Increased
2011-Q3,Childs Garden Spade Blue,56.42,140.89,-84.47,Below Avg,Decreased
2011-Q4,Childs Garden Spade Blue,144.97,140.89,4.08,Above Avg,Increased
2010-Q4,Childs Garden Spade Pink,50.46,120.95,-70.49,Below Avg,First quarter
2011-Q1,Childs Garden Spade Pink,196.73,120.95,75.78,Above Avg,Increased
2011-Q2,Childs Garden Spade Pink,226.52,120.95,105.57,Above Avg,Increased
2011-Q3,Childs Garden Spade Pink,41.86,120.95,-79.09,Below Avg,Decreased
2011-Q4,Childs Garden Spade Pink,89.18,120.95,-31.77,Below Avg,Increased
2010-Q4,Choc Truffle Gold Trinket Pot,71.51,125.9,-54.39,Below Avg,First quarter
2011-Q1,Choc Truffle Gold Trinket Pot,135.26,125.9,9.36,Above Avg,Increased
2011-Q2,Choc Truffle Gold Trinket Pot,112.18,125.9,-13.72,Below Avg,Decreased
2011-Q3,Choc Truffle Gold Trinket Pot,146.78,125.9,20.88,Above Avg,Increased
2011-Q4,Choc Truffle Gold Trinket Pot,163.79,125.9,37.89,Above Avg,Increased
2010-Q4,Chocolate Calculator,363.69,349.77,13.92,Above Avg,First quarter
2011-Q1,Chocolate Calculator,359.52,349.77,9.75,Above Avg,Decreased
2011-Q2,Chocolate Calculator,222.67,349.77,-127.1,Below Avg,Decreased
2011-Q3,Chocolate Calculator,301.79,349.77,-47.98,Below Avg,Increased
2011-Q4,Chocolate Calculator,501.18,349.77,151.41,Above Avg,Increased
2010-Q4,Chocolate Hot Water Bottle,7322.18,6455.54,866.64,Above Avg,First quarter
2011-Q1,Chocolate Hot Water Bottle,2077.39,6455.54,-4378.15,Below Avg,Decreased
2011-Q2,Chocolate Hot Water Bottle,1382.6,6455.54,-5072.94,Below Avg,Decreased
2011-Q3,Chocolate Hot Water Bottle,6104.9,6455.54,-350.64,Below Avg,Increased
2011-Q4,Chocolate Hot Water Bottle,15390.63,6455.54,8935.09,Above Avg,Increased
2010-Q4,Chocolate This Way Metal Sign,635.07,1539.52,-904.45,Below Avg,First quarter
2011-Q1,Chocolate This Way Metal Sign,1339.64,1539.52,-199.88,Below Avg,Increased
2011-Q2,Chocolate This Way Metal Sign,1855.37,1539.52,315.85,Above Avg,Increased
2011-Q3,Chocolate This Way Metal Sign,1590.81,1539.52,51.29,Above Avg,Decreased
2011-Q4,Chocolate This Way Metal Sign,2276.73,1539.52,737.21,Above Avg,Increased
2010-Q4,Christmas Craft Little Friends,862.41,1913.98,-1051.57,Below Avg,First quarter
2011-Q1,Christmas Craft Little Friends,-0.89,1913.98,-1914.87,Below Avg,Decreased
2011-Q2,Christmas Craft Little Friends,172.99,1913.98,-1740.99,Below Avg,Increased
2011-Q3,Christmas Craft Little Friends,1905.45,1913.98,-8.53,Below Avg,Increased
2011-Q4,Christmas Craft Little Friends,6629.92,1913.98,4715.94,Above Avg,Increased
2010-Q4,Christmas Craft Tree Top Angel,679.98,1286.04,-606.06,Below Avg,First quarter
2011-Q1,Christmas Craft Tree Top Angel,16.31,1286.04,-1269.73,Below Avg,Decreased
2011-Q2,Christmas Craft Tree Top Angel,10.36,1286.04,-1275.68,Below Avg,Decreased
2011-Q3,Christmas Craft Tree Top Angel,1221.27,1286.04,-64.77,Below Avg,Increased
2011-Q4,Christmas Craft Tree Top Angel,4502.27,1286.04,3216.23,Above Avg,Increased
2010-Q4,Christmas Flock Droplet,47.53,23.77,23.77,Above Avg,First quarter
2011-Q1,Christmas Flock Droplet,0,23.77,-23.77,Below Avg,Decreased
2010-Q4,Christmas Gingham Star,287.9,396.39,-108.49,Below Avg,First quarter
2011-Q1,Christmas Gingham Star,8.24,396.39,-388.15,Below Avg,Decreased
2011-Q2,Christmas Gingham Star,62.06,396.39,-334.33,Below Avg,Increased
2011-Q3,Christmas Gingham Star,343.55,396.39,-52.84,Below Avg,Increased
2011-Q4,Christmas Gingham Star,1280.21,396.39,883.82,Above Avg,Increased
2010-Q4,Christmas Gingham Tree,290.86,380.98,-90.12,Below Avg,First quarter
2011-Q1,Christmas Gingham Tree,19.68,380.98,-361.3,Below Avg,Decreased
2011-Q2,Christmas Gingham Tree,37.12,380.98,-343.86,Below Avg,Increased
2011-Q3,Christmas Gingham Tree,423.93,380.98,42.95,Above Avg,Increased
2011-Q4,Christmas Gingham Tree,1133.33,380.98,752.35,Above Avg,Increased
2011-Q3,Christmas Hanging Snowflake,70.26,215.43,-145.17,Below Avg,First quarter
2011-Q4,Christmas Hanging Snowflake,360.6,215.43,145.17,Above Avg,Increased
2010-Q4,Christmas Lights 10 Reindeer,1305.16,2683.53,-1378.37,Below Avg,First quarter
2011-Q1,Christmas Lights 10 Reindeer,-91.34,2683.53,-2774.87,Below Avg,Decreased
2011-Q2,Christmas Lights 10 Reindeer,34,2683.53,-2649.53,Below Avg,Increased
2011-Q3,Christmas Lights 10 Reindeer,4604.66,2683.53,1921.13,Above Avg,Increased
2011-Q4,Christmas Lights 10 Reindeer,7565.19,2683.53,4881.66,Above Avg,Increased
2010-Q4,Christmas Lights 10 Santas,65.9,964.05,-898.15,Below Avg,First quarter
2011-Q1,Christmas Lights 10 Santas,-68,964.05,-1032.05,Below Avg,Decreased
2011-Q3,Christmas Lights 10 Santas,907.8,964.05,-56.25,Below Avg,Increased
2011-Q4,Christmas Lights 10 Santas,2950.49,964.05,1986.44,Above Avg,Increased
2010-Q4,Christmas Musical Zinc Star,14.41,236.84,-222.43,Below Avg,First quarter
2011-Q2,Christmas Musical Zinc Star,1.63,236.84,-235.21,Below Avg,Decreased
2011-Q3,Christmas Musical Zinc Star,200.57,236.84,-36.27,Below Avg,Increased
2011-Q4,Christmas Musical Zinc Star,730.75,236.84,493.91,Above Avg,Increased
2010-Q4,Christmas Musical Zinc Tree,18.38,110.28,-91.9,Below Avg,First quarter
2011-Q2,Christmas Musical Zinc Tree,1.63,110.28,-108.65,Below Avg,Decreased
2011-Q3,Christmas Musical Zinc Tree,80.31,110.28,-29.97,Below Avg,Increased
2011-Q4,Christmas Musical Zinc Tree,340.78,110.28,230.51,Above Avg,Increased
2010-Q4,Christmas Pudding Trinket Pot,312.6,688.05,-375.45,Below Avg,First quarter
2011-Q1,Christmas Pudding Trinket Pot,12.11,688.05,-675.94,Below Avg,Decreased
2011-Q2,Christmas Pudding Trinket Pot,6.58,688.05,-681.47,Below Avg,Decreased
2011-Q3,Christmas Pudding Trinket Pot,779.66,688.05,91.61,Above Avg,Increased
2011-Q4,Christmas Pudding Trinket Pot,2329.28,688.05,1641.23,Above Avg,Increased
2010-Q4,Christmas Retrospot Star Wood,247.03,303.89,-56.86,Below Avg,First quarter
2011-Q1,Christmas Retrospot Star Wood,6.25,303.89,-297.64,Below Avg,Decreased
2011-Q2,Christmas Retrospot Star Wood,4.89,303.89,-299,Below Avg,Decreased
2011-Q3,Christmas Retrospot Star Wood,316.28,303.89,12.39,Above Avg,Increased
2011-Q4,Christmas Retrospot Star Wood,944.98,303.89,641.09,Above Avg,Increased
2010-Q4,Christmas Retrospot Tree Wood,110.11,244.87,-134.76,Below Avg,First quarter
2011-Q1,Christmas Retrospot Tree Wood,8.27,244.87,-236.6,Below Avg,Decreased
2011-Q2,Christmas Retrospot Tree Wood,4.89,244.87,-239.98,Below Avg,Decreased
2011-Q3,Christmas Retrospot Tree Wood,317.39,244.87,72.52,Above Avg,Increased
2011-Q4,Christmas Retrospot Tree Wood,783.67,244.87,538.8,Above Avg,Increased
2011-Q1,Christmas Star Wish List Chalkboard,-0.72,1019.93,-1020.65,Below Avg,First quarter
2011-Q2,Christmas Star Wish List Chalkboard,23.75,1019.93,-996.18,Below Avg,Increased
2011-Q3,Christmas Star Wish List Chalkboard,1121.68,1019.93,101.76,Above Avg,Increased
2011-Q4,Christmas Star Wish List Chalkboard,2934.99,1019.93,1915.07,Above Avg,Increased
2011-Q2,Christmas Table Silver Candle Spike,53.12,498.96,-445.84,Below Avg,First quarter
2011-Q3,Christmas Table Silver Candle Spike,450.56,498.96,-48.4,Below Avg,Increased
2011-Q4,Christmas Table Silver Candle Spike,993.21,498.96,494.25,Above Avg,Increased
2010-Q4,Christmas Tree 120Cm,97.14,281.9,-184.76,Below Avg,First quarter
2011-Q2,Christmas Tree 120Cm,76.59,281.9,-205.31,Below Avg,Decreased
2011-Q3,Christmas Tree 120Cm,267.6,281.9,-14.3,Below Avg,Increased
2011-Q4,Christmas Tree 120Cm,686.27,281.9,404.37,Above Avg,Increased
2010-Q4,Christmas Tree 60Cm,108.11,194.9,-86.79,Below Avg,First quarter
2011-Q1,Christmas Tree 60Cm,6.73,194.9,-188.17,Below Avg,Decreased
2011-Q2,Christmas Tree 60Cm,60.08,194.9,-134.82,Below Avg,Increased
2011-Q3,Christmas Tree 60Cm,552.81,194.9,357.91,Above Avg,Increased
2011-Q4,Christmas Tree 60Cm,246.77,194.9,51.87,Above Avg,Decreased
2011-Q2,Christmas Tree Hanging Gold,9.96,232.87,-222.91,Below Avg,First quarter
2011-Q3,Christmas Tree Hanging Gold,237.19,232.87,4.32,Above Avg,Increased
2011-Q4,Christmas Tree Hanging Gold,451.46,232.87,218.59,Above Avg,Increased
2011-Q2,Christmas Tree Hanging Silver,16.48,246.74,-230.26,Below Avg,First quarter
2011-Q3,Christmas Tree Hanging Silver,225.37,246.74,-21.37,Below Avg,Increased
2011-Q4,Christmas Tree Hanging Silver,498.38,246.74,251.64,Above Avg,Increased
2010-Q4,Christmas Tree Heart Decoration,239.83,183.74,56.09,Above Avg,First quarter
2011-Q1,Christmas Tree Heart Decoration,83.45,183.74,-100.29,Below Avg,Decreased
2011-Q2,Christmas Tree Heart Decoration,77.06,183.74,-106.68,Below Avg,Decreased
2011-Q3,Christmas Tree Heart Decoration,227.41,183.74,43.67,Above Avg,Increased
2011-Q4,Christmas Tree Heart Decoration,290.97,183.74,107.23,Above Avg,Increased
2010-Q4,Christmas Tree T-Light Holder,2.9,15.95,-13.05,Below Avg,First quarter
2011-Q3,Christmas Tree T-Light Holder,17.4,15.95,1.45,Above Avg,Increased
2011-Q4,Christmas Tree T-Light Holder,27.55,15.95,11.6,Above Avg,Increased
2010-Q4,Chrysanthemum Journal,15.3,53.43,-38.13,Below Avg,First quarter
2011-Q1,Chrysanthemum Journal,10.06,53.43,-43.37,Below Avg,Decreased
2011-Q2,Chrysanthemum Journal,75.55,53.43,22.12,Above Avg,Increased
2011-Q3,Chrysanthemum Journal,87.45,53.43,34.02,Above Avg,Increased
2011-Q4,Chrysanthemum Journal,78.77,53.43,25.34,Above Avg,Decreased
2010-Q4,Chrysanthemum Notebook,19.92,56.5,-36.58,Below Avg,First quarter
2011-Q1,Chrysanthemum Notebook,23.09,56.5,-33.41,Below Avg,Increased
2011-Q2,Chrysanthemum Notebook,26.4,56.5,-30.1,Below Avg,Increased
2011-Q3,Chrysanthemum Notebook,42.54,56.5,-13.96,Below Avg,Increased
2011-Q4,Chrysanthemum Notebook,170.54,56.5,114.04,Above Avg,Increased
2010-Q4,Chrysanthemum Sketchbook,48.87,83.21,-34.34,Below Avg,First quarter
2011-Q1,Chrysanthemum Sketchbook,63.75,83.21,-19.46,Below Avg,Increased
2011-Q2,Chrysanthemum Sketchbook,82.46,83.21,-0.75,Below Avg,Increased
2011-Q3,Chrysanthemum Sketchbook,116.17,83.21,32.96,Above Avg,Increased
2011-Q4,Chrysanthemum Sketchbook,104.8,83.21,21.59,Above Avg,Decreased
2010-Q4,Chrysanthemums Art Flower,25.2,49.7,-24.5,Below Avg,First quarter
2011-Q1,Chrysanthemums Art Flower,58.8,49.7,9.1,Above Avg,Increased
2011-Q2,Chrysanthemums Art Flower,65.1,49.7,15.4,Above Avg,Increased
2010-Q4,Chunky Bead Bracelet W,54.09,59.59,-5.5,Below Avg,First quarter
2011-Q1,Chunky Bead Bracelet W,54.3,59.59,-5.29,Below Avg,Increased
2011-Q2,Chunky Bead Bracelet W,18.1,59.59,-41.49,Below Avg,Decreased
2011-Q3,Chunky Bead Bracelet W,89.7,59.59,30.11,Above Avg,Increased
2011-Q4,Chunky Bead Bracelet W,81.75,59.59,22.16,Above Avg,Decreased
2010-Q4,Chunky Bead Bracelet W Strap,54.09,63.48,-9.39,Below Avg,First quarter
2011-Q1,Chunky Bead Bracelet W Strap,109.76,63.48,46.28,Above Avg,Increased
2011-Q2,Chunky Bead Bracelet W Strap,36,63.48,-27.48,Below Avg,Decreased
2011-Q3,Chunky Bead Bracelet W Strap,44.95,63.48,-18.53,Below Avg,Increased
2011-Q4,Chunky Bead Bracelet W Strap,72.6,63.48,9.12,Above Avg,Increased
2010-Q4,Chunky Charm Bracelet,17.9,42.01,-24.11,Below Avg,First quarter
2011-Q1,Chunky Charm Bracelet,36.79,42.01,-5.22,Below Avg,Increased
2011-Q2,Chunky Charm Bracelet,36.4,42.01,-5.61,Below Avg,Decreased
2011-Q3,Chunky Charm Bracelet,36.6,42.01,-5.41,Below Avg,Increased
2011-Q4,Chunky Charm Bracelet,82.35,42.01,40.34,Above Avg,Increased
2010-Q4,Chunky Cracked Glaze Necklace Ivory,11.05,14.5,-3.45,Below Avg,First quarter
2011-Q3,Chunky Cracked Glaze Necklace Ivory,10.82,14.5,-3.68,Below Avg,Decreased
2011-Q4,Chunky Cracked Glaze Necklace Ivory,21.64,14.5,7.14,Above Avg,Increased
2010-Q4,Chunky Glass+Bead Necklace,71.65,26.8,44.85,Above Avg,First quarter
2011-Q1,Chunky Glass+Bead Necklace,11.65,26.8,-15.15,Below Avg,Decreased
2011-Q3,Chunky Glass+Bead Necklace,11.95,26.8,-14.85,Below Avg,Increased
2011-Q4,Chunky Glass+Bead Necklace,11.95,26.8,-14.85,Below Avg,Equal
2010-Q4,Chunky Silver Necklace Pastel Flowe,31.19,60.82,-29.63,Below Avg,First quarter
